ID,author_year,link,Substance,type,func,vendor,media,agg_diameter,length,size_class,lat_size,layer,thick,ssa,z_pot,plate,ali,dose,time,bmd_id,species,cell_type_general,cell_type,n_cell,endotox,notes,variable,value
316,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S3 (has 1 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-123",,S,,,,,-40,96,Submerged,200,48,6136,human,epithelial,A549,5000 per well,,,viability_mtt,70.5
317,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S3 (has 1 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-122",,S,,,,,-40,96,Submerged,100,48,6136,human,epithelial,A549,5000 per well,,,viability_mtt,73.5
318,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S3 (has 1 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-120",,S,,,,,-40,96,Submerged,25,48,6136,human,epithelial,A549,5000 per well,,,viability_mtt,79.4
319,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S3 (has 1 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-121",,S,,,,,-40,96,Submerged,50,48,6136,human,epithelial,A549,5000 per well,,,viability_mtt,73.5
320,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S4 (has 2 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-124",,S,,,,,-40,96,Submerged,25,24,6137,human,epithelial,A549,5000 per well,,,viability_mtt,89.9
321,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S4 (has 2 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-125",,S,,,,,-40,96,Submerged,50,24,6137,human,epithelial,A549,5000 per well,,,viability_mtt,82.6
322,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S4 (has 2 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-126",,S,,,,,-40,96,Submerged,100,24,6137,human,epithelial,A549,5000 per well,,,viability_mtt,73.9
323,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S4 (has 2 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-127",,S,,,,,-40,96,Submerged,200,24,6137,human,epithelial,A549,5000 per well,,,viability_mtt,72.5
324,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S4 (has 2 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-128",,S,,,,,-40,96,Submerged,25,48,6138,human,epithelial,A549,5000 per well,,,viability_mtt,88.2
325,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S4 (has 2 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-129",,S,,,,,-40,96,Submerged,50,48,6138,human,epithelial,A549,5000 per well,,,viability_mtt,70.5
326,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S4 (has 2 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-130",,S,,,,,-40,96,Submerged,100,48,6138,human,epithelial,A549,5000 per well,,,viability_mtt,66.2
327,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S4 (has 2 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-131",,S,,,,,-40,96,Submerged,200,48,6138,human,epithelial,A549,5000 per well,,,viability_mtt,67.7
328,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S5 (has 3 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-133",,S,,,,,-40,96,Submerged,50,24,6139,human,epithelial,A549,5000 per well,,,viability_mtt,82.6
329,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S5 (has 3 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-135",,S,,,,,-40,96,Submerged,200,24,6139,human,epithelial,A549,5000 per well,,,viability_mtt,72.4
330,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S5 (has 3 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-132",,S,,,,,-40,96,Submerged,25,24,6139,human,epithelial,A549,5000 per well,,,viability_mtt,91.3
331,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S5 (has 3 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-134",,S,,,,,-40,96,Submerged,100,24,6139,human,epithelial,A549,5000 per well,,,viability_mtt,73.9
332,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S5 (has 3 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-136",,S,,,,,-40,96,Submerged,25,48,6140,human,epithelial,A549,5000 per well,,,viability_mtt,88.2
333,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S5 (has 3 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-137",,S,,,,,-40,96,Submerged,50,48,6140,human,epithelial,A549,5000 per well,,,viability_mtt,67.7
334,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S5 (has 3 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-138",,S,,,,,-40,96,Submerged,100,48,6140,human,epithelial,A549,5000 per well,,,viability_mtt,66.2
335,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S5 (has 3 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-139",,S,,,,,-40,96,Submerged,200,48,6140,human,epithelial,A549,5000 per well,,,viability_mtt,67.6
336,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,pristine GO,,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,589.4,,S,approx 100-150 nm,1.5,,,-18.5,96,Submerged,150,48,6165,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,63.9
337,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,pristine GO,,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,589.4,,S,approx 100-150 nm,1.5,,,-18.5,96,Submerged,50,48,6165,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,87.4
338,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,pristine GO,,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,589.4,,S,approx 100-150 nm,1.5,,,-18.5,96,Submerged,100,48,6165,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,73.1
339,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,pristine GO,,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,589.4,,S,approx 100-150 nm,1.5,,,-18.5,96,Submerged,200,48,6165,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,57.9
340,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO1, 1hr solvothermal)",,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,596.5,,S,approx 100-150 nm,1.5,,,-8.7,96,Submerged,200,48,6166,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,67.1
341,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO1, 1hr solvothermal)",,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,596.5,,S,approx 100-150 nm,1.5,,,-8.7,96,Submerged,150,48,6166,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,71.7
342,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO1, 1hr solvothermal)",,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,596.5,,S,approx 100-150 nm,1.5,,,-8.7,96,Submerged,50,48,6166,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,95.7
343,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO1, 1hr solvothermal)",,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,596.5,,S,approx 100-150 nm,1.5,,,-8.7,96,Submerged,100,48,6166,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,90.6
344,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO2, 5hr solvothermal)",,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,596.4,,S,approx 100-150 nm,1.5,,,-8.2,96,Submerged,50,48,6167,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,97.9
345,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO2, 5hr solvothermal)",,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,596.4,,S,approx 100-150 nm,1.5,,,-8.2,96,Submerged,100,48,6167,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,95.2
346,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO2, 5hr solvothermal)",,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,596.4,,S,approx 100-150 nm,1.5,,,-8.2,96,Submerged,150,48,6167,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,97
347,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO2, 5hr solvothermal)",,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,596.4,,S,approx 100-150 nm,1.5,,,-8.2,96,Submerged,200,48,6167,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,99.8
348,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-1 was in 50oC),,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,546.7,,S,approx 100-150 nm,1.5,,,-16.7,96,Submerged,50,48,6168,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,74
349,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-1 was in 50oC),,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,546.7,,S,approx 100-150 nm,1.5,,,-16.7,96,Submerged,100,48,6168,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,45
350,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-1 was in 50oC),,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,546.7,,S,approx 100-150 nm,1.5,,,-16.7,96,Submerged,150,48,6168,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,22.5
351,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-1 was in 50oC),,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,546.7,,S,approx 100-150 nm,1.5,,,-16.7,96,Submerged,200,48,6168,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,8.7
352,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-2 was in 100oC),,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,555.1,,S,approx 100-150 nm,1.5,,,-14.7,96,Submerged,150,48,6169,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,5.5
353,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-2 was in 100oC),,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,555.1,,S,approx 100-150 nm,1.5,,,-14.7,96,Submerged,200,48,6169,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,2.3
354,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-2 was in 100oC),,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,555.1,,S,approx 100-150 nm,1.5,,,-14.7,96,Submerged,50,48,6169,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,44.6
355,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-2 was in 100oC),,in house (graphite from Asbury Graphite Mills),BEGM +10% FBS,555.1,,S,approx 100-150 nm,1.5,,,-14.7,96,Submerged,100,48,6169,human,epithelial,BEAS- 2B,10000,not sure,,viability_mtt,17
356,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,pristine GO,,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,321.5,,S,approx 100-150 nm,1.5,,,-7.5,96,Submerged,50,48,6170,human,macrophage,THP-1,30000,not sure,,viability_mtt,93.5
357,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,pristine GO,,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,321.5,,S,approx 100-150 nm,1.5,,,-7.5,96,Submerged,100,48,6170,human,macrophage,THP-1,30000,not sure,,viability_mtt,95.9
358,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,pristine GO,,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,321.5,,S,approx 100-150 nm,1.5,,,-7.5,96,Submerged,150,48,6170,human,macrophage,THP-1,30000,not sure,,viability_mtt,86.9
359,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,pristine GO,,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,321.5,,S,approx 100-150 nm,1.5,,,-7.5,96,Submerged,200,48,6170,human,macrophage,THP-1,30000,not sure,,viability_mtt,79.5
360,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO1, 1hr solvothermal)",,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,432.1,,S,approx 100-150 nm,1.5,,,-5.5,96,Submerged,200,48,6171,human,macrophage,THP-1,30000,not sure,,viability_mtt,87.6
361,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO1, 1hr solvothermal)",,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,432.1,,S,approx 100-150 nm,1.5,,,-5.5,96,Submerged,150,48,6171,human,macrophage,THP-1,30000,not sure,,viability_mtt,97.8
362,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO1, 1hr solvothermal)",,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,432.1,,S,approx 100-150 nm,1.5,,,-5.5,96,Submerged,100,48,6171,human,macrophage,THP-1,30000,not sure,,viability_mtt,100
363,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO1, 1hr solvothermal)",,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,432.1,,S,approx 100-150 nm,1.5,,,-5.5,96,Submerged,50,48,6171,human,macrophage,THP-1,30000,not sure,,viability_mtt,95.7
364,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO2, 5hr solvothermal)",,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,456.5,,S,approx 100-150 nm,1.5,,,-6.5,96,Submerged,200,48,6172,human,macrophage,THP-1,30000,not sure,,viability_mtt,94
365,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO2, 5hr solvothermal)",,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,456.5,,S,approx 100-150 nm,1.5,,,-6.5,96,Submerged,150,48,6172,human,macrophage,THP-1,30000,not sure,,viability_mtt,95.7
366,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO2, 5hr solvothermal)",,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,456.5,,S,approx 100-150 nm,1.5,,,-6.5,96,Submerged,50,48,6172,human,macrophage,THP-1,30000,not sure,,viability_mtt,100
367,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,rGO,"reduced GO (called rGO2, 5hr solvothermal)",,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,456.5,,S,approx 100-150 nm,1.5,,,-6.5,96,Submerged,100,48,6172,human,macrophage,THP-1,30000,not sure,,viability_mtt,98.9
368,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-1 was in 50oC),,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,337.8,,S,approx 100-150 nm,1.5,,,-7.9,96,Submerged,50,48,6173,human,macrophage,THP-1,30000,not sure,,viability_mtt,100
369,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-1 was in 50oC),,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,337.8,,S,approx 100-150 nm,1.5,,,-7.9,96,Submerged,100,48,6173,human,macrophage,THP-1,30000,not sure,,viability_mtt,94
370,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-1 was in 50oC),,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,337.8,,S,approx 100-150 nm,1.5,,,-7.9,96,Submerged,150,48,6173,human,macrophage,THP-1,30000,not sure,,viability_mtt,67
371,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-1 was in 50oC),,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,337.8,,S,approx 100-150 nm,1.5,,,-7.9,96,Submerged,200,48,6173,human,macrophage,THP-1,30000,not sure,,viability_mtt,58.3
372,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-2 was in 100oC),,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,340.8,,S,approx 100-150 nm,1.5,,,-6.4,96,Submerged,50,48,6174,human,macrophage,THP-1,30000,not sure,,viability_mtt,82.1
373,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-2 was in 100oC),,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,340.8,,S,approx 100-150 nm,1.5,,,-6.4,96,Submerged,100,48,6174,human,macrophage,THP-1,30000,not sure,,viability_mtt,61.6
374,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-2 was in 100oC),,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,340.8,,S,approx 100-150 nm,1.5,,,-6.4,96,Submerged,150,48,6174,human,macrophage,THP-1,30000,not sure,,viability_mtt,35.7
375,Li et al 2018,https://pubmed.ncbi.nlm.nih.gov/29328670/,Graphene oxide,hydreated GO (hGO-2 was in 100oC),,in house (graphite from Asbury Graphite Mills),RPMI+10% FBS,340.8,,S,approx 100-150 nm,1.5,,,-6.4,96,Submerged,200,48,6174,human,macrophage,THP-1,30000,not sure,,viability_mtt,15.1
376,Azari et al 2019,https://pubmed.ncbi.nlm.nih.gov/32077025/,Graphene,GRAPHITE nanoplatelets,,sigma aldrich,DMEM (no info from FBS),,says only 20000 diameter (manufactures info),L,,,,,,96,Submerged,32,48,6175,human,epithelial,A549,10000,no ,,viability_mtt,80.7
377,Azari et al 2019,https://pubmed.ncbi.nlm.nih.gov/32077025/,Graphene,GRAPHITE nanoplatelets,,sigma aldrich,DMEM (no info from FBS),,says only 20000 diameter (manufactures info),L,,,,,,96,Submerged,128,48,6175,human,epithelial,A549,10000,no ,,viability_mtt,74.19
378,Azari et al 2019,https://pubmed.ncbi.nlm.nih.gov/32077025/,Graphene,GRAPHITE nanoplatelets,,sigma aldrich,DMEM (no info from FBS),,says only 20000 diameter (manufactures info),L,,,,,,96,Submerged,64,48,6175,human,epithelial,A549,10000,no ,,viability_mtt,78.7
379,Azari et al 2019,https://pubmed.ncbi.nlm.nih.gov/32077025/,Graphene,GRAPHITE nanoplatelets,,sigma aldrich,DMEM (no info from FBS),,says only 20000 diameter (manufactures info),L,,,,,,96,Submerged,16,48,6175,human,epithelial,A549,10000,no ,,viability_mtt,89
380,Azari et al 2019,https://pubmed.ncbi.nlm.nih.gov/32077025/,Graphene,GRAPHITE nanoplatelets,,sigma aldrich,DMEM (no info from FBS),,says only 20000 diameter (manufactures info),L,,,,,,96,Submerged,256,48,6175,human,epithelial,A549,10000,no ,,viability_mtt,65.8
381,Azari et al 2019,https://pubmed.ncbi.nlm.nih.gov/32077025/,Graphene,GRAPHITE nanoplatelets,,sigma aldrich,DMEM (no info from FBS),,says only 20000 diameter (manufactures info),L,,,,,,96,Submerged,4,48,6175,human,epithelial,A549,10000,no ,,viability_mtt,98.7
382,Azari et al 2019,https://pubmed.ncbi.nlm.nih.gov/32077025/,Graphene,GRAPHITE nanoplatelets,,sigma aldrich,DMEM (no info from FBS),,says only 20000 diameter (manufactures info),L,,,,,,96,Submerged,2,48,6175,human,epithelial,A549,10000,no ,,viability_mtt,100
383,Azari et al 2019,https://pubmed.ncbi.nlm.nih.gov/32077025/,Graphene,GRAPHITE nanoplatelets,,sigma aldrich,DMEM (no info from FBS),,says only 20000 diameter (manufactures info),L,,,,,,96,Submerged,1,48,6175,human,epithelial,A549,10000,no ,,viability_mtt,100
384,Azari et al 2019,https://pubmed.ncbi.nlm.nih.gov/32077025/,Graphene,GRAPHITE nanoplatelets,,sigma aldrich,DMEM (no info from FBS),,says only 20000 diameter (manufactures info),L,,,,,,96,Submerged,8,48,6175,human,epithelial,A549,10000,no ,,viability_mtt,98.7
385,Wang et al 2020,https://www.sciencedirect.com/science/article/pii/S1011134419302477,rGO,rGO,,in housem was produced from GO reduced with memecylon edule,RPMI,,"doesn’t say but figure 2, AFM one says distance, I assume is length so average is 296",S,,1,1.1,,,96,Submerged,100,24,6177,human,epithelial,A549,200000,no ,,viability_mtt,96.5
386,Wang et al 2020,https://www.sciencedirect.com/science/article/pii/S1011134419302477,rGO,rGO,,in housem was produced from GO reduced with memecylon edule,RPMI,,"doesn’t say but figure 2, AFM one says distance, I assume is length so average is 296",S,,1,1.1,,,96,Submerged,500,24,6177,human,epithelial,A549,200000,no ,,viability_mtt,94.4
387,Wang et al 2020,https://www.sciencedirect.com/science/article/pii/S1011134419302477,rGO,rGO,,in housem was produced from GO reduced with memecylon edule,RPMI,,"doesn’t say but figure 2, AFM one says distance, I assume is length so average is 296",S,,1,1.1,,,96,Submerged,1,24,6177,human,epithelial,A549,200000,no ,,viability_mtt,100
388,Wang et al 2020,https://www.sciencedirect.com/science/article/pii/S1011134419302477,rGO,rGO,,in housem was produced from GO reduced with memecylon edule,RPMI,,"doesn’t say but figure 2, AFM one says distance, I assume is length so average is 296",S,,1,1.1,,,96,Submerged,10,24,6177,human,epithelial,A549,200000,no ,,viability_mtt,96.9
389,Wang et al 2020,https://www.sciencedirect.com/science/article/pii/S1011134419302477,rGO,rGO,,in housem was produced from GO reduced with memecylon edule,RPMI,,"doesn’t say but figure 2, AFM one says distance, I assume is length so average is 296",S,,1,1.1,,,96,Submerged,1000,24,6177,human,epithelial,A549,200000,no ,,viability_mtt,93.9
390,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1,1.1,,-7.4,96,Submerged,20,24,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,87
391,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1,1.1,,-7.4,96,Submerged,100,24,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,49
392,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1,1.1,,-7.4,96,Submerged,10,24,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,93
393,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1,1.1,,-7.4,96,Submerged,50,24,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,66
394,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,100-500,1,1.1,,-7.4,96,Submerged,2,24,7110,rodent,macrophage,J774.A1,10^4,,,viability_cck,98.65
