,ID,author_year,link,Substance,type,func,vendor,media,agg_diameter,length,size_class,lat_size,layer,thick,ssa,z_pot,plate,ali,dose,time,bmd_id,species,cell_type_general,cell_type,n_cell,endotox,notes,variable,value
211,212,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100.0,3.0,6076,human,epithelial,A549,10^4,NO,,viability_mtt,61.3
212,213,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1.0,6.0,6077,human,epithelial,A549,10^4,NO,,viability_mtt,85.8
213,214,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10.0,6.0,6077,human,epithelial,A549,10^4,NO,,viability_mtt,69.7
214,215,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25.0,6.0,6077,human,epithelial,A549,10^4,NO,,viability_mtt,64.7
215,216,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50.0,6.0,6077,human,epithelial,A549,10^4,NO,,viability_mtt,59.4
216,217,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100.0,6.0,6077,human,epithelial,A549,10^4,NO,,viability_mtt,54.4
217,218,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100.0,24.0,6078,human,epithelial,A549,10^4,NO,,viability_mtt,45.0
218,219,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50.0,24.0,6078,human,epithelial,A549,10^4,NO,,viability_mtt,52.0
219,220,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25.0,24.0,6078,human,epithelial,A549,10^4,NO,,viability_mtt,59.7
220,221,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10.0,24.0,6078,human,epithelial,A549,10^4,NO,,viability_mtt,65.2
221,222,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1.0,24.0,6078,human,epithelial,A549,10^4,NO,,viability_mtt,80.35
222,223,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1.0,48.0,6079,human,epithelial,A549,10^4,NO,,viability_mtt,68.5
223,224,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10.0,48.0,6079,human,epithelial,A549,10^4,NO,,viability_mtt,60.0
224,225,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25.0,48.0,6079,human,epithelial,A549,10^4,NO,,viability_mtt,48.1
225,226,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50.0,48.0,6079,human,epithelial,A549,10^4,NO,,viability_mtt,40.1
226,227,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,DMEM F12 +10%FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100.0,48.0,6079,human,epithelial,A549,10^4,NO,,viability_mtt,34.7
227,228,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50.0,3.0,6080,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,86.5
228,229,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25.0,3.0,6080,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,89.9
229,230,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100.0,3.0,6080,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,81.8
230,231,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1.0,3.0,6080,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,96.1
231,232,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10.0,3.0,6080,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,92.7
232,233,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1.0,6.0,6081,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,92.9
233,234,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10.0,6.0,6081,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,88.4
234,235,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25.0,6.0,6081,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,81.1
235,236,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50.0,6.0,6081,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,78.3
236,237,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100.0,6.0,6081,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,71.9
237,238,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1.0,24.0,6082,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,89.1
238,239,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10.0,24.0,6082,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,84.3
239,240,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25.0,24.0,6082,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,77.7
240,241,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50.0,24.0,6082,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,68.5
241,242,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100.0,24.0,6082,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,67.1
242,243,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,100.0,48.0,6083,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,55.3
243,244,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,50.0,48.0,6083,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,60.73
244,245,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,10.0,48.0,6083,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,78.5
245,246,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,1.0,48.0,6083,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,84.0
246,247,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,thermally reduced GO,,in house ,RPMI + 10% FBS,66.98,,S,150,3.5,,,-6.9,96,Submerged,25.0,48.0,6083,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,68.25
247,248,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1.0,3.0,6084,human,epithelial,A549,10^4,NO,,viability_mtt,100.0
248,249,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10.0,3.0,6084,human,epithelial,A549,10^4,NO,,viability_mtt,100.0
249,250,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25.0,3.0,6084,human,epithelial,A549,10^4,NO,,viability_mtt,98.9
250,251,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50.0,3.0,6084,human,epithelial,A549,10^4,NO,,viability_mtt,97.7
251,252,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100.0,3.0,6084,human,epithelial,A549,10^4,NO,,viability_mtt,92.7
252,253,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50.0,6.0,6085,human,epithelial,A549,10^4,NO,,viability_mtt,92.01877934
253,254,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1.0,6.0,6085,human,epithelial,A549,10^4,NO,,viability_mtt,100.0
254,255,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10.0,6.0,6085,human,epithelial,A549,10^4,NO,,viability_mtt,100.0
255,256,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25.0,6.0,6085,human,epithelial,A549,10^4,NO,,viability_mtt,94.83568075
256,257,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100.0,6.0,6085,human,epithelial,A549,10^4,NO,,viability_mtt,88.73239437
257,258,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100.0,24.0,6086,human,epithelial,A549,10^4,NO,,viability_mtt,84.97652582
258,259,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50.0,24.0,6086,human,epithelial,A549,10^4,NO,,viability_mtt,86.85446009
259,260,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1.0,24.0,6086,human,epithelial,A549,10^4,NO,,viability_mtt,100.0
260,261,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10.0,24.0,6086,human,epithelial,A549,10^4,NO,,viability_mtt,98.12206573
261,262,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25.0,24.0,6086,human,epithelial,A549,10^4,NO,,viability_mtt,92.48826291
262,263,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50.0,48.0,6087,human,epithelial,A549,10^4,NO,,viability_mtt,81.22065728
263,264,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1.0,48.0,6087,human,epithelial,A549,10^4,NO,,viability_mtt,97.18309859
264,265,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10.0,48.0,6087,human,epithelial,A549,10^4,NO,,viability_mtt,89.6713615
265,266,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25.0,48.0,6087,human,epithelial,A549,10^4,NO,,viability_mtt,84.97652582
266,267,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,DMEM F12 +10%FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100.0,48.0,6087,human,epithelial,A549,10^4,NO,,viability_mtt,74.64788732
267,268,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10.0,3.0,6088,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,100.0
268,269,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100.0,3.0,6088,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,97.0
269,270,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50.0,3.0,6088,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,100.0
270,271,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1.0,3.0,6088,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,100.0
271,272,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25.0,3.0,6088,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,100.0
272,273,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1.0,6.0,6089,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,100.0
273,274,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10.0,6.0,6089,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,100.0
274,275,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25.0,6.0,6089,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,99.6
275,276,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50.0,6.0,6089,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,95.4
276,277,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100.0,6.0,6089,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,92.8
277,278,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50.0,24.0,6090,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,91.8
278,279,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100.0,24.0,6090,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,88.5
279,280,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25.0,24.0,6090,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,95.0
280,281,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10.0,24.0,6090,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,96.3
281,282,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1.0,24.0,6090,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,100.0
282,283,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1.0,48.0,6091,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,97.3
283,284,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10.0,48.0,6091,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,93.0
284,285,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25.0,48.0,6091,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,91.1
285,286,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50.0,48.0,6091,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,88.9
286,287,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100.0,48.0,6091,human,epithelial,BEAS- 2B,10^4,NO,,viability_mtt,84.8
287,288,Liao et al 2018,https://www.nature.com/articles/s41598-018-33414-x,rGO,reduced graphene oxide ,oxygen ,"JCNANO tech co LTd. (nanjing, china",DMEM/F12 and 10% FBS,,,S,50-700 nm (in culture media),1.0,1,,,96,Submerged,5.0,48.0,6129,human,epithelial,A549,9000 cells per well,NO,,viability_mtt,95.5
288,289,Liao et al 2018,https://www.nature.com/articles/s41598-018-33414-x,rGO,reduced graphene oxide ,oxygen ,"JCNANO tech co LTd. (nanjing, china",DMEM/F12 and 10% FBS,,,S,50-700 nm (in culture media),1.0,1,,,96,Submerged,10.0,48.0,6129,human,epithelial,A549,9000 cells per well,NO,,viability_mtt,89.0
289,290,Liao et al 2018,https://www.nature.com/articles/s41598-018-33414-x,rGO,reduced graphene oxide ,oxygen ,"JCNANO tech co LTd. (nanjing, china",DMEM/F12 and 10% FBS,,,S,50-700 nm (in culture media),1.0,1,,,96,Submerged,1.0,48.0,6129,human,epithelial,A549,9000 cells per well,NO,,viability_mtt,95.9
290,291,Liao et al 2018,https://www.nature.com/articles/s41598-018-33414-x,rGO,reduced graphene oxide ,oxygen ,"JCNANO tech co LTd. (nanjing, china",DMEM/F12 and 10% FBS,,,S,50-700 nm (in culture media),1.0,1,,,96,Submerged,20.0,48.0,6129,human,epithelial,A549,9000 cells per well,NO,,viability_mtt,88.3
291,292,Liao et al 2018,https://www.nature.com/articles/s41598-018-33414-x,rGO,reduced graphene oxide ,oxygen ,"JCNANO tech co LTd. (nanjing, china",DMEM/F12 and 10% FBS,,,S,50-700 nm (in culture media),1.0,1,,,96,Submerged,20.0,48.0,6130,human,epithelial,A549,9000 cells per well,NO,,viability_mtt,83.0
292,293,Liao et al 2018,https://www.nature.com/articles/s41598-018-33414-x,rGO,reduced graphene oxide ,oxygen ,"JCNANO tech co LTd. (nanjing, china",DMEM/F12 and 10% FBS,,,S,50-700 nm (in culture media),1.0,1,,,96,Submerged,10.0,48.0,6130,human,epithelial,A549,9000 cells per well,NO,,viability_mtt,89.0
293,294,Liao et al 2018,https://www.nature.com/articles/s41598-018-33414-x,rGO,reduced graphene oxide ,oxygen ,"JCNANO tech co LTd. (nanjing, china",DMEM/F12 and 10% FBS,,,S,50-700 nm (in culture media),1.0,1,,,96,Submerged,1.0,48.0,6130,human,epithelial,A549,9000 cells per well,NO,,viability_mtt,97.5
294,295,Liao et al 2018,https://www.nature.com/articles/s41598-018-33414-x,rGO,reduced graphene oxide ,oxygen ,"JCNANO tech co LTd. (nanjing, china",DMEM/F12 and 10% FBS,,,S,50-700 nm (in culture media),1.0,1,,,96,Submerged,5.0,48.0,6130,human,epithelial,A549,9000 cells per well,NO,,viability_mtt,94.5
295,296,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S1 (has 0.5 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-100",,S,,,,,-40.0,96,Submerged,25.0,24.0,6131,human,epithelial,A549,5000 per well,NO,,viability_mtt,97.1
296,297,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S1 (has 0.5 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-101",,S,,,,,-40.0,96,Submerged,50.0,24.0,6131,human,epithelial,A549,5000 per well,,,viability_mtt,97.1
297,298,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S1 (has 0.5 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-102",,S,,,,,-40.0,96,Submerged,100.0,24.0,6131,human,epithelial,A549,5000 per well,,,viability_mtt,89.9
298,299,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S1 (has 0.5 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-103",,S,,,,,-40.0,96,Submerged,200.0,24.0,6131,human,epithelial,A549,5000 per well,,,viability_mtt,85.5
299,300,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S1 (has 0.5 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-104",,S,,,,,-40.0,96,Submerged,25.0,48.0,6132,human,epithelial,A549,5000 per well,,,viability_mtt,91.17
300,301,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S1 (has 0.5 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-105",,S,,,,,-40.0,96,Submerged,50.0,48.0,6132,human,epithelial,A549,5000 per well,,,viability_mtt,85.3
301,302,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S1 (has 0.5 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-106",,S,,,,,-40.0,96,Submerged,100.0,48.0,6132,human,epithelial,A549,5000 per well,,,viability_mtt,72.1
302,303,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S1 (has 0.5 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-107",,S,,,,,-40.0,96,Submerged,200.0,48.0,6132,human,epithelial,A549,5000 per well,,,viability_mtt,64.7
303,304,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S2 (has 0.75 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-111",,S,,,,,-40.0,96,Submerged,200.0,24.0,6133,human,epithelial,A549,5000 per well,,,viability_mtt,72.5
304,305,Kumar et al 2018,https://pubs.rsc.org/en/content/articlelanding/2018/tb/c8tb01365a#!divAbstract,Graphene oxide,"GO, composite with iron nanoparticles Here is S2 (has 0.75 ratio Iron)",Fe3O4,in house both GO and composite,RPMI +10% FBS,"in PBS, says GO+iron 94-118 (iron says is 10-21) - so GO is approx 70-110",,S,,,,,-40.0,96,Submerged,100.0,24.0,6133,human,epithelial,A549,5000 per well,,,viability_mtt,82.6
